StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q21,Q7,Q7_34_TEXT,Q7_44_TEXT,Q7_39_TEXT,Q8,Q11,Q12,Q26,Q26_15_TEXT,Q14,Q15,Q24,Q24_71_TEXT,Q25,Q25_71_TEXT,Q18,Q18_40_TEXT,Q19,Q19_13_TEXT,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q20_14,Q20_15,Q20_16,Q20_17,Q20_18,Q20_19,Q20_20,Q20_21,Q20_21_TEXT,Q22,Q22_15_TEXT,Q22_13_TEXT,Q3,Q6,Q13
2026-06-17 04:47:59,2026-06-17 05:04:04,IP Address,157.231.15.13,100,965,True,2026-06-17 05:04:05,R_8g5ZfcYQTSnfqXe,,,,,51.372,0.454,anonymous,EN,AAC Group Ltd,"ASHP Department ",Construction company / retrofit contractor / installer,,,,Local,United Kingdom,Kent (England),"South East,Other (please specify)",Kent Only,"To help homes and businesses transition to affordable, efficient low-carbon energy solutions through the expert design, installation, and support of air source heat pumps and related technologies.","Specialist in design and installation of low carbon technologies relating to HVAC ",Product installation / retrofit implementation,,"Influencing / developing policy,Assessment, compliance or quality assurance,Network coordination or knowledge exchange,Campaigning / activism,Community engagement / outreach,Advising residents / the public,Monitoring and evaluation,Housing retrofit design,Product installation / retrofit implementation",,"Housing retrofit design / engineering,Heating, ventilation and air conditioning (HVAC)",,"Building design / engineering,Product installation / retrofit implementation",,Indirectly,Indirectly,,,,Indirectly,Indirectly,Indirectly,Indirectly,,,,Indirectly,Indirectly,Indirectly,Indirectly,Indirectly,Indirectly,,Indirectly,,,,,,www.aacgroup.co.uk,info@aacgroup.co.uk,10-49
2026-06-17 05:09:40,2026-06-17 05:27:30,IP Address,147.148.3.33,100,1069,True,2026-06-17 05:27:31,R_8mQqaBtjBesPAeM,,,,,53.5354,-2.0633,anonymous,EN,National Energy Action,Community Retrofit Hub - Oldham,Other non-profit (please specify type),,,Retrofit Hub,Local,United Kingdom,Greater Manchester (England),North West,,Supporting households effected by fuel poverty,Increasing the uptake of funded retrofit within fuel poor communities,Advising residents / the public,,"Influencing / developing policy,Funding, financing models and grant provision,Designing retrofit policy, strategy or schemes (for national, regional or local government),Assessment, compliance or quality assurance,Campaigning / activism,Producing guidance,Community engagement / outreach,Advising residents / the public,Qualtiative research,Interdisciplinary or mixed methods research,Monitoring and evaluation,Retrofit project or scheme management",,"Housing energy efficiency,Energy demand and / or use,Energy efficiency,Damp and mould,Occupant behaviour,Building fabric,Heating, ventilation and air conditioning (HVAC),Fuel poverty,Inequalities / vulnerabilities,Public engagement and participation in energy systems",,"Product installation / retrofit implementation,Advice / advocacy,Community engagement or participatory methodologies,Social / qualitative research",,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Indirectly,,Directly,Directly,Directly,Directly,Directly,Directly,,,Directly,Directly,,,,Local authority finance fund (please specify),Household Support Fund; Crisis and Resilience Fund,,https://www.nea.org.uk/what-we-do/projects/retrofit-hubs/,oldham@nea.org.uk,<9
2026-06-17 06:52:56,2026-06-17 07:02:03,IP Address,94.3.47.178,100,546,True,2026-06-17 07:02:03,R_81KQ9ZRO8odL3Oe,,,,,53.8121,-1.836,anonymous,EN,Efficiency North,,Other non-profit (please specify type),,,Social Housing Procurement Organisation/ Advisor to its member organisations,Regional,United Kingdom,West Yorkshire (England),"North East,North West,Yorkshire and the Humber,East Midlands",,"Enable social housing procurement ","Provide frameworks/ DPS for Retrofit related activity ","Housing provision (local authority, housing association, landlord, etc.)",,"Influencing / developing policy,Training provision or accreditation",,Housing provision,,Product installation / retrofit implementation,,Indirectly,Indirectly,Indirectly,,,,Directly,Directly,,,Directly,Directly,Indirectly,Directly,Directly,,,Directly,Directly,Indirectly,,Enable innovative training in Green Skills,"Warm Homes: Social Housing Fund,Local Net Zero Hubs Programme",,,https://www.efficiencynorth.org/,simeon.perry@efficiencynorth.org,10-49
2026-06-17 11:50:15,2026-06-17 11:59:18,IP Address,151.231.167.40,100,542,True,2026-06-17 11:59:19,R_24MptVv2gJqp6sr,,,,,52.5474,-2.0097,anonymous,EN,Arche Retrofit Solutions Ltd,,"Retrofit assessor, quality assurance or commpliance organisation",,,,National,United Kingdom,Staffordshire (England),"Scotland,Wales,North East,North West,Yorkshire and the Humber,East Midlands,West Midlands,East of England,London,South East,South West",,"Arche Retrofit Solutions exists to help housing providers, local authorities, contractors and asset owners deliver high-quality, compliant retrofit programmes that improve homes, reduce carbon emissions and create healthier living environments for residents.
Our focus is on bridging the gap between policy, funding and practical delivery by providing retrofit assessment, coordination, design and compliance services that support successful outcomes under PAS 2035, TrustMark and wider government-backed retrofit programmes. As a business, we are committed to delivering retrofit that is technically robust, socially valuable and centred around long-term building performance rather than short-term compliance.
Arche is also a B Corp Certification Pending organisation, reflecting our commitment to balancing commercial success with positive social and environmental impact.","Retrofit is the core focus of Arche Retrofit Solutions. Our team provides the specialist services required to plan, coordinate, design and assure energy efficiency improvements within existing homes and buildings.
We support retrofit programmes from initial assessment through to TrustMark lodgement and compliance, helping clients navigate PAS 2035 requirements, funding rules, risk management and quality assurance. Our work directly contributes to reducing carbon emissions, improving energy efficiency, tackling fuel poverty and enhancing resident health and comfort.
The team has extensive experience supporting delivery across ECO, SHDF, Warm Homes and local authority retrofit programmes, working with housing associations, councils, installers and managing agents. Through this work we help ensure retrofit projects achieve both their environmental objectives and long-term benefits for residents and communities",Retrofit project or scheme management,,"Assessment, compliance or quality assurance,Community engagement / outreach,Advising residents / the public,Monitoring and evaluation,Housing design, architecture or engineering,Housing retrofit design,Retrofit project or scheme management",,"Housing energy efficiency,Housing retrofit design / engineering,Energy demand and / or use,Energy efficiency,Damp and mould,Temperature,Occupant behaviour,Building fabric",,"Product design / development,Building design / engineering,Quality assessment / audit (of buildings or retrofits),Quantitative data collection and monitoring,Modelling / analytics,Forecasting / scenario development,Advice / advocacy,Community engagement or participatory methodologies,Social / qualitative research",,Directly,Directly,Directly,Indirectly,Indirectly,Directly,Indirectly,Indirectly,Indirectly,Directly,Directly,Directly,Directly,Directly,Indirectly,Directly,Directly,Indirectly,Indirectly,Directly,,,"Warm Homes: Social Housing Fund,Warm Homes: Local Grant,Green Homes Grant",,,www.archeretrofitsolutions.com,Hello@archeretrofitsolutions.com,<9
2026-06-17 14:12:40,2026-06-17 14:29:22,IP Address,87.254.0.134,100,1002,True,2026-06-17 14:29:23,R_2E7djRS6Kj29dXr,,,,,51.7554,-0.487,anonymous,EN,Oxfordshire County Council,Climate Action Service,Local or combined authority department or unit,,,,Local,United Kingdom,Oxfordshire (England),South East,,To scale delivery of quality retrofit in a fair and just way.,"They have a wonderful team, led by a chap called Dale Hoyland. Oxfordshire County Council have led numerous innovative programmes which has assisted far beyond their borders to develop thinking around best practice.","Designing retrofit policy, strategy or schemes (for national, regional or local government)",,"Influencing / developing policy,Funding, financing models and grant provision,Assessment, compliance or quality assurance,Network coordination or knowledge exchange,Producing guidance,Community engagement / outreach,Advising residents / the public,Quantitative research,Monitoring and evaluation,Housing retrofit design,Product supply / distribution,Retrofit project or scheme management,Training provision or accreditation",,"Housing energy efficiency,Retrofit financing,Building standards and quality,Energy demand and / or use,Energy efficiency,Occupant behaviour,Individual and / or public health,Fuel poverty,Inequalities / vulnerabilities,Governance and institutions,Public engagement and participation in energy systems,Community organising,Markets, supply chains, finance,Complexity and systems approaches (in research / governance / policy)",,"Quality assessment / audit (of buildings or retrofits),Product installation / retrofit implementation,Advice / advocacy,Community engagement or participatory methodologies,Financing / financial design",,Directly,Directly,Directly,Indirectly,Directly,Directly,Directly,Directly,Indirectly,Directly,Indirectly,Indirectly,Directly,Indirectly,Indirectly,Indirectly,Indirectly,Directly,Directly,Directly,Indirectly,.,"Warm Homes: Local Grant,Energy Company Obligation (LA implementation),Great British Energy: Local Power Plan",,,www.oxfordshire.gov.uk/retrofit,Retrofit@oxfordshire.gov.uk,250+
2026-06-18 00:56:46,2026-06-18 01:15:19,IP Address,151.225.134.142,100,1113,True,2026-06-18 01:15:20,R_8pPCN9C4cSvDQUS,,,,,51.4145,-0.0396,anonymous,EN,RVI - Home Upgrade Guide,,Architect / engineer / retrofit designer,,,,Regional,United Kingdom,Greater London (England),"London,South East",,"Empowering homeowners to retrofit their homes ","We provide detailed architecturally robust retrofit guidance founded in risk based building pathology for homeowners to implement in a phased approach. ",Housing retrofit design,,"Network coordination or knowledge exchange,Campaigning / activism,Community engagement / outreach,Advising residents / the public,Housing design, architecture or engineering,Retrofit project or scheme management",,"Housing energy efficiency,Housing retrofit design / engineering,Health and Safety in buildings,Indoor Air Quality (IAQ),Energy demand and / or use,Energy efficiency,Damp and mould,Temperature,Occupant behaviour,Building fabric,Heating, ventilation and air conditioning (HVAC),Individual and / or public health,Fuel poverty,Inequalities / vulnerabilities,Public engagement and participation in energy systems,Community organising",,"Building design / engineering,Advice / advocacy,Community engagement or participatory methodologies,Regulation / target setting",,Indirectly,Directly,Directly,Indirectly,Directly,Directly,Directly,Indirectly,Indirectly,Indirectly,,,Directly,Directly,Directly,Directly,,Directly,Directly,Directly,,,,,,www.rich.com,rvi@rviad.com,<9
2026-06-18 01:17:38,2026-06-18 01:27:30,IP Address,88.97.229.203,100,592,True,2026-06-18 01:27:31,R_8pVwAc1vVsSPrwF,,,,,54.1212,-3.1943,anonymous,EN,Built Heritage Ltd,,Consultant or advisor,,,,National,United Kingdom,Lancashire (England),"North West,Yorkshire and the Humber",,"We love old buildings. In fact, that is all we work on. We find historic buildings and help to repair them sensitively, thoughtfully with period appropriate materials so they can be enjoyed for generations more. And we want to share all our experience and knowledge with you. We provide specialist consultancy support to period and historic homes including listed buildings and non-designated heritage assets, as well as those in national parks and conservation areas. Our expertise ranges from practical to the theoretical, covering diagnosis, specification, design and legal responsibilities through to finishing works, training and ancillary support in all matters related to owning a period property.
 
We work on a consultancy basis with clients to define your goal and help you get to that outcome in the most efficient and economical manner, taking into consideration all your specific variables. Our approach is pragmatic and serves to support you in whatever decisions and approach you wish to take.

Our offer is a long term relationship, providing you with specialised impartial advice and support on any and all aspects of a traditionally constructed home now and in the future.","We advise on iterative and whole house retrofit, focussing in fabric first approaches in decarbonising housing.  ",Advising residents / the public,,"Monitoring and evaluation,Housing retrofit design,Product installation / retrofit implementation,Retrofit project or scheme management,Training provision or accreditation",,"Housing energy efficiency,Housing retrofit design / engineering,Product installation / retrofit implementation,Building standards and quality,Damp and mould,Building fabric",,"Building design / engineering,Quality assessment / audit (of buildings or retrofits),Modelling / analytics,Forecasting / scenario development,Advice / advocacy",,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Indirectly,Indirectly,Indirectly,Directly,Directly,Directly,Directly,Indirectly,Directly,Directly,Indirectly,Indirectly,Directly,Indirectly,Not applicable,,,,https://builtheritage.co.uk/,info@builtheritage.co.uk,<9
2026-06-17 05:30:40,2026-06-18 03:19:13,IP Address,86.155.145.25,100,78513,True,2026-06-18 03:19:14,R_8NQbCh2GWEP0RcB,,,,,51.5164,-0.093,anonymous,EN,Retrofit West CIC,,"Community group / organisation, Community Interest Company or Residents' Association",,,,Regional,United Kingdom,Bristol (England),South West,,"To advise homeowners on the most appropriate energy efficiency measures for their homes. Upskill and engage the workforce in relation to the green jobs. ","We help people lower their energy bills and make their homes more comfortable. We do that by giving free, independent advice and helping them plan practical energy improvements. Our expert advice service guides you in choosing the right home upgrades, like solar panels, heat pumps and insulation, and connects you with trusted, local tradespeople to get them planned and installed.",Housing retrofit design,,"Funding, financing models and grant provision,Regulating industry or developing technical standards,Assessment, compliance or quality assurance,Network coordination or knowledge exchange,Community engagement / outreach,Advising residents / the public,Monitoring and evaluation,Training provision or accreditation",,"Housing energy efficiency,Markets, supply chains, finance",,"Advice / advocacy,Community engagement or participatory methodologies",,,Indirectly,Indirectly,Indirectly,Directly,Directly,Directly,,Directly,Indirectly,,,Directly,Directly,Directly,Directly,,,,Directly,,,"Energy Company Obligation (LA implementation),Great British Energy: Local Power Plan,Green Homes Grant,Local authority finance fund (please specify)","Lendology ",,https://www.retrofitwest.co.uk/,hello@retrofitwest.co.uk,10-49
2026-06-18 03:54:05,2026-06-18 04:05:00,IP Address,62.232.139.116,100,655,True,2026-06-18 04:05:01,R_8HSxdkF4Bz0YJQx,,,,,52.4145,-1.7841,anonymous,EN,RetrofitWest,,"Community group / organisation, Community Interest Company or Residents' Association",,,,Regional,United Kingdom,Bristol (England),South West,,"To facilitate the update of Retrofit ",Our entire focus is about developing the retrofit market,Advising residents / the public,,"Influencing / developing policy,Designing retrofit policy, strategy or schemes (for national, regional or local government),Assessment, compliance or quality assurance,Network coordination or knowledge exchange,Campaigning / activism,Producing guidance,Community engagement / outreach,Advising residents / the public,Qualtiative research,Quantitative research,Interdisciplinary or mixed methods research,Monitoring and evaluation,Housing retrofit design,Community energy initiatives or Do It Together (DIT),Training provision or accreditation",,"Housing energy efficiency,Housing retrofit design / engineering,Product installation / retrofit implementation,Indoor Air Quality (IAQ),Energy efficiency,Damp and mould,Occupant behaviour,Building fabric,Heating, ventilation and air conditioning (HVAC),Individual and / or public health,Fuel poverty,Public engagement and participation in energy systems,Community organising,Markets, supply chains, finance",,"Quality assessment / audit (of buildings or retrofits),Product installation / retrofit implementation,Community energy initiatives / Do It Together (DIT),Advice / advocacy,Community engagement or participatory methodologies,Social / qualitative research",,Indirectly,Directly,Indirectly,Indirectly,Directly,Directly,Directly,Directly,Directly,Directly,Indirectly,Indirectly,Directly,Indirectly,Directly,Directly,Indirectly,Directly,Directly,Directly,,,"Warm Homes: Local Grant,Public Sector Low Carbon Skills Fund,Local Net Zero Hubs Programme,Local Net Zero Accelerator Programme,Energy Company Obligation (LA implementation),Great British Energy: Local Power Plan,Net Zero Neighbourhoods",,,www.retrofitwest.co.uk,hello@retrofitwest.co.uk,10-49
2026-06-17 07:16:03,2026-06-18 05:07:29,IP Address,62.255.210.218,100,78685,True,2026-06-18 05:07:29,R_84z2CTgsZK1g85H,,,,,53.4013,-2.8525,anonymous,EN,National Energy Action,Community Retrofit Hub - Sheffield,Other non-profit (please specify type),,,Charity,Local,United Kingdom,South Yorkshire (England),Yorkshire and the Humber,,"We believe everyone deserves to live in a warm, healthy home

National Energy Action (NEA) is the national fuel poverty charity. We’ve worked across England, Wales, and Northern Ireland for over 40 years, to ensure that everyone can afford to live in a warm, healthy home. ​
NEA's Community Retrofit Hub in Sheffield offers advice and support to make retrofit accessible and navigable for people living in, or at risk of, fuel poverty.
",The Hub supports householders with retrofit grant applications and works on local retrofit projects.,Advising residents / the public,,"Influencing / developing policy,Funding, financing models and grant provision,Designing retrofit policy, strategy or schemes (for national, regional or local government),Network coordination or knowledge exchange,Community engagement / outreach,Advising residents / the public,Qualtiative research,Quantitative research,Monitoring and evaluation,Product installation / retrofit implementation,Training provision or accreditation",,"Energy efficiency,Damp and mould,Individual and / or public health,Fuel poverty,Inequalities / vulnerabilities,Public engagement and participation in energy systems,Community organising,Complexity and systems approaches (in research / governance / policy)",,"Product installation / retrofit implementation,Advice / advocacy,Social / qualitative research",,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Indirectly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Indirectly,Indirectly,Directly,Directly,Directly,,,Other (please specfy),,Work in a supporting capacity on WHLG,https://www.nea.org.uk/what-we-do/projects/retrofit-hubs/,sheffield.energy@nea.or.guk,<9
